wild_1	wild_2	score	bit_score	E_value	log_E_value	per_identity
4YFD_B	2DVW_B	0.0	0.0	inf	inf	0.0
5CXB_A	2DVW_B	24.0	13.853	101.724	4.622263263414268	30.555555555555557
5CXB_B	2DVW_B	0.0	0.0	inf	inf	0.0
5CYK_A	2DVW_B	24.0	13.853	101.656	4.621594564402233	30.555555555555557
5CYK_B	2DVW_B	0.0	0.0	inf	inf	0.0
5F4E_A	2DVW_B	0.0	0.0	inf	inf	0.0
5F4E_B	2DVW_B	0.0	0.0	inf	inf	0.0
5K39_A	2DVW_B	10.0	8.46023	6320.83	8.751605807631915	66.66666666666666
5K39_B	2DVW_B	18.0	11.5418	520.21	6.25423257620541	29.411764705882355
5M2O_A	2DVW_B	16.0	10.7714	1121.43	7.02235993560568	31.25
5M2O_B	2DVW_B	0.0	0.0	inf	inf	0.0
5TAR_A	2DVW_B	0.0	0.0	inf	inf	0.0
5TAR_B	2DVW_B	19.0	11.927	367.233	5.905996523989379	27.77777777777778
5UFE_A	2DVW_B	0.0	0.0	inf	inf	0.0
5UFE_B	2DVW_B	0.0	0.0	inf	inf	0.0
1A22_A	2G2U_A	17.0	11.1566	2618.91	7.870513479656078	23.809523809523807
1A22_B	2G2U_A	20.0	12.3122	1116.82	7.018240640157211	20.0
1BP3_A	2G2U_A	17.0	11.1566	2621.39	7.871459990422695	23.809523809523807
1BP3_B	2G2U_A	15.0	10.3862	5200.35	8.556481209996765	24.137931034482758
1C1Y_A	2G2U_A	14.0	10.001	6157.77	8.725469977998033	100.0
1C1Y_B	2G2U_A	0.0	0.0	inf	inf	0.0
1E50_A	2G2U_A	36.0	18.4754	9.53387	2.25485072127956	30.18867924528302
1E50_B	2G2U_A	11.0	8.84543	18000.2	9.798138147927684	100.0
1FC2_C	2G2U_A	16.0	10.7714	3821.72	8.248455862043308	50.0
1FC2_D	2G2U_A	26.0	14.6234	218.363	5.386158815599177	40.0
1FFW_A	2G2U_A	17.0	11.1566	2910.74	7.976162623370556	26.923076923076923
1FFW_B	2G2U_A	17.0	11.1566	2873.9	7.963425271322416	60.0
1GUA_A	2G2U_A	14.0	10.001	6268.62	8.743311513708575	100.0
1GUA_B	2G2U_A	0.0	0.0	inf	inf	0.0
1JTD_A	2G2U_A	966.0	376.711	6.59619e-136	-311.26508043757116	68.32061068702289
1JTD_B	2G2U_A	23.0	13.4678	547.144	6.304712021890043	31.57894736842105
1JTG_A	2G2U_A	952.0	371.318	9.40835e-134	-306.3048048683569	67.55725190839695
1JTG_B	2G2U_A	28.0	15.3938	112.761	4.725270534599635	29.508196721311474
1K8R_A	2G2U_A	0.0	0.0	inf	inf	0.0
1K8R_B	2G2U_A	13.0	9.61583	9376.52	9.145963971029756	66.66666666666666
1LFD_A	2G2U_A	0.0	0.0	inf	inf	0.0
1LFD_B	2G2U_A	0.0	0.0	inf	inf	0.0
1WQJ_B	2G2U_A	14.0	10.001	6236.53	8.738179216944637	66.66666666666666
1WQJ_I	2G2U_A	16.0	10.7714	4147.99	8.330379158546126	50.0
1YCS_A	2G2U_A	28.0	15.3938	132.218	4.884452075486385	22.22222222222222
1YCS_B	2G2U_A	41.0	20.4014	3.50679	1.254701089125627	24.285714285714285
2AW2_A	2G2U_A	14.0	10.001	7885.32	8.972758081959832	40.0
2AW2_B	2G2U_A	28.0	15.3938	103.931	4.6437272174149085	41.66666666666667
2C5D_A	2G2U_A	20.0	12.3122	1277.01	7.1522766868554415	36.36363636363637
2C5D_C	2G2U_A	24.0	13.853	356.774	5.877102528095553	45.45454545454545
2DVW_A	2G2U_A	18.0	11.5418	2543.87	7.8414418225254	29.78723404255319
2DVW_B	2G2U_A	24.0	13.853	322.058	5.77473165354759	36.36363636363637
2G2U_A	2G2U_A	1385.0	538.11	0.0	-inf	100.0
2G2U_B	2G2U_A	28.0	15.3938	112.761	4.725270534599635	29.508196721311474
2KSO_A	2G2U_A	0.0	0.0	inf	inf	0.0
2KSO_B	2G2U_A	11.0	8.84543	18132.4	9.805455672263033	30.0
2REX_A	2G2U_A	22.0	13.0826	606.72	6.408067399626602	43.75
2REX_B	2G2U_A	33.0	17.3198	26.7394	3.2861381331273654	35.714285714285715
2WPT_A	2G2U_A	12.0	9.23063	12607.1	9.442015426301024	66.66666666666666
2WPT_B	2G2U_A	28.0	15.3938	117.423	4.7657827996198305	28.205128205128204
3BT1_A	2G2U_A	0.0	0.0	inf	inf	0.0
3BT1_U	2G2U_A	23.0	13.4678	556.873	6.322337206748366	21.21212121212121
3BX1_A	2G2U_A	35.0	18.0902	19.6217	2.976636096662952	25.71428571428571
3BX1_C	2G2U_A	25.0	14.2382	291.117	5.673725248221953	41.66666666666667
3EG5_A	2G2U_A	23.0	13.4678	506.143	6.226819238056803	27.77777777777778
3EG5_B	2G2U_A	27.0	15.0086	156.466	5.052838733981321	33.33333333333333
3F1S_A	2G2U_A	37.0	18.8606	11.1343	2.4100304338926613	27.083333333333332
3F1S_B	2G2U_A	27.0	15.0086	187.279	5.232599483569937	23.684210526315788
3KUD_A	2G2U_A	0.0	0.0	inf	inf	0.0
3KUD_B	2G2U_A	0.0	0.0	inf	inf	0.0
3LB6_A	2G2U_A	28.0	15.3938	98.2881	4.587902961839253	27.27272727272727
3LB6_C	2G2U_A	19.0	11.927	1760.1	7.473125904599923	33.33333333333333
3MZG_A	2G2U_A	23.0	13.4678	464.864	6.141744889690473	33.33333333333333
3MZG_B	2G2U_A	19.0	11.927	1672.03	7.421793736067412	75.0
3N06_A	2G2U_A	23.0	13.4678	473.243	6.159608998643536	33.33333333333333
3N06_B	2G2U_A	19.0	11.927	1672.03	7.421793736067412	75.0
3N0P_A	2G2U_A	23.0	13.4678	473.243	6.159608998643536	33.33333333333333
3N0P_B	2G2U_A	19.0	11.927	1672.03	7.421793736067412	75.0
3N4I_A	2G2U_A	1382.0	536.954	0.0	-inf	99.62264150943396
3N4I_B	2G2U_A	28.0	15.3938	112.761	4.725270534599635	29.508196721311474
3NCB_A	2G2U_A	23.0	13.4678	473.243	6.159608998643536	33.33333333333333
3NCB_B	2G2U_A	19.0	11.927	1672.03	7.421793736067412	75.0
3NCC_A	2G2U_A	23.0	13.4678	464.864	6.141744889690473	33.33333333333333
3NCC_B	2G2U_A	19.0	11.927	1672.03	7.421793736067412	75.0
3NVN_A	2G2U_A	24.0	13.853	467.413	6.147213235154	35.0
3NVN_B	2G2U_A	27.0	15.0086	197.217	5.2843046453494855	25.396825396825395
3Q3J_A	2G2U_A	30.0	16.1642	63.2109	4.146476754636286	35.714285714285715
3Q3J_B	2G2U_A	33.0	17.3198	28.1285	3.3367832972264613	35.714285714285715
3QHY_A	2G2U_A	491.0	193.741	7.6265e-64	-145.33381692716108	40.49586776859504
3QHY_B	2G2U_A	23.0	13.4678	546.897	6.304260484874161	31.57894736842105
3RF3_A	2G2U_A	26.0	14.6234	204.438	5.320264751030861	30.434782608695656
3RF3_C	2G2U_A	0.0	0.0	inf	inf	0.0
3S9D_A	2G2U_A	33.0	17.3198	27.7463	3.323102497969431	50.0
3S9D_B	2G2U_A	24.0	13.853	451.075	6.111633622794362	36.36363636363637
3SE3_A	2G2U_A	41.0	20.4014	3.90032	1.3610586010516297	29.411764705882355
3SE3_B	2G2U_A	33.0	17.3198	28.8633	3.3625708919231654	50.0
3SF4_A	2G2U_A	29.0	15.779	107.725	4.679581683501902	42.857142857142854
3SF4_D	2G2U_A	13.0	9.61583	8265.36	9.019828566475322	50.0
3U82_A	2G2U_A	0.0	0.0	inf	inf	0.0
3U82_B	2G2U_A	21.0	12.6974	892.074	6.7935490887803045	50.0
3WWN_A	2G2U_A	30.0	16.1642	67.3251	4.209533124028903	40.74074074074074
3WWN_B	2G2U_A	0.0	0.0	inf	inf	0.0
4BFI_A	2G2U_A	21.0	12.6974	1067.84	6.973393195563009	44.44444444444444
4BFI_B	2G2U_A	29.0	15.779	101.978	4.6247571037461315	41.66666666666667
4EKD_A	2G2U_A	38.0	19.2458	7.11649	1.9624146263424225	58.82352941176471
4EKD_B	2G2U_A	45.0	21.9422	0.804438	-0.21761138202040678	26.5625
4FZA_A	2G2U_A	30.0	16.1642	85.0814	4.443608445297734	34.48275862068966
4FZA_B	2G2U_A	25.0	14.2382	346.68	5.848402164266144	29.629629629629626
4G0N_A	2G2U_A	0.0	0.0	inf	inf	0.0
4G0N_B	2G2U_A	0.0	0.0	inf	inf	0.0
4G2V_A	2G2U_A	29.0	15.779	106.795	4.670911108950768	42.857142857142854
4G2V_B	2G2U_A	0.0	0.0	inf	inf	0.0
4HRN_A	2G2U_A	26.0	14.6234	234.016	5.455389489088541	33.33333333333333
4HRN_D	2G2U_A	0.0	0.0	inf	inf	0.0
4L0P_A	2G2U_A	22.0	13.0826	672.89	6.511581869034655	20.408163265306122
4L0P_B	2G2U_A	22.0	13.0826	663.569	6.497632842336628	22.22222222222222
4MYW_A	2G2U_A	0.0	0.0	inf	inf	0.0
4MYW_B	2G2U_A	21.0	12.6974	900.33	6.802761362785183	50.0
4NZW_A	2G2U_A	30.0	16.1642	73.5822	4.298403148658842	34.48275862068966
4NZW_B	2G2U_A	28.0	15.3938	135.4	4.9082333604781745	27.027027027027028
4O27_A	2G2U_A	30.0	16.1642	88.1466	4.4790013374817494	34.48275862068966
4O27_B	2G2U_A	25.0	14.2382	283.075	5.645711880200103	40.0
4OFY_A	2G2U_A	36.0	18.4754	14.4987	2.6740589902348497	44.44444444444444
4OFY_D	2G2U_A	28.0	15.3938	150.444	5.013590921921888	38.46153846153847
4RA0_A	2G2U_A	20.0	12.3122	1369.92	7.222507622956582	36.36363636363637
4RA0_C	2G2U_A	25.0	14.2382	337.977	5.822977845830415	50.0
4RS1_A	2G2U_A	16.0	10.7714	3343.87	8.11488409785083	25.0
4RS1_B	2G2U_A	22.0	13.0826	657.534	6.4884964737415665	23.52941176470588
4WND_A	2G2U_A	29.0	15.779	107.974	4.681890457400775	42.857142857142854
4WND_B	2G2U_A	0.0	0.0	inf	inf	0.0
4Y61_A	2G2U_A	22.0	13.0826	797.339	6.681279933400569	33.33333333333333
4Y61_B	2G2U_A	30.0	16.1642	79.1634	4.371514070797344	20.0
4YEB_A	2G2U_A	25.0	14.2382	327.566	5.791689561489083	50.0
4YEB_B	2G2U_A	32.0	16.9346	41.0123	3.7138720217133057	28.205128205128204
4YFD_A	2G2U_A	25.0	14.2382	351.135	5.861170764904944	41.17647058823529
4YFD_B	2G2U_A	19.0	11.927	1788.49	7.489126967405834	18.181818181818183
5CXB_A	2G2U_A	29.0	15.779	114.698	4.742302587191672	30.303030303030305
5CXB_B	2G2U_A	22.0	13.0826	721.302	6.581057912277168	50.0
5CYK_A	2G2U_A	29.0	15.779	117.57	4.76703390087965	30.303030303030305
5CYK_B	2G2U_A	22.0	13.0826	733.874	6.598337351753546	50.0
5F4E_A	2G2U_A	27.0	15.0086	153.762	5.035405952421468	44.44444444444444
5F4E_B	2G2U_A	33.0	17.3198	29.5007	3.3844139918778096	25.0
5K39_A	2G2U_A	0.0	0.0	inf	inf	0.0
5K39_B	2G2U_A	24.0	13.853	373.134	5.921937604458985	28.57142857142857
5M2O_A	2G2U_A	13.0	9.61583	8143.6	9.004987621670523	42.857142857142854
5M2O_B	2G2U_A	0.0	0.0	inf	inf	0.0
5TAR_A	2G2U_A	29.0	15.779	106.965	4.672501678148377	80.0
5TAR_B	2G2U_A	30.0	16.1642	64.708	4.169884841467447	19.230769230769234
5UFE_A	2G2U_A	29.0	15.779	103.155	4.636232711439909	80.0
5UFE_B	2G2U_A	20.0	12.3122	938.019	6.843770204664617	30.76923076923077
1A22_A	2G2U_B	19.0	11.927	1073.36	6.978549194282216	55.55555555555556
1A22_B	2G2U_B	31.0	16.5494	31.4477	3.448325848516693	29.268292682926827
1BP3_A	2G2U_B	17.0	11.1566	1934.69	7.567702385911069	36.36363636363637
1BP3_B	2G2U_B	25.0	14.2382	156.395	5.0523848582907185	40.0
1C1Y_A	2G2U_B	28.0	15.3938	65.349	4.179742137734329	55.55555555555556
1C1Y_B	2G2U_B	0.0	0.0	inf	inf	0.0
1E50_A	2G2U_B	16.0	10.7714	2323.56	7.750855771303307	100.0
1E50_B	2G2U_B	11.0	8.84543	10429.3	9.252374431648606	18.181818181818183
1FC2_C	2G2U_B	0.0	0.0	inf	inf	0.0
1FC2_D	2G2U_B	31.0	16.5494	36.1595	3.5879397079947477	66.66666666666666
1FFW_A	2G2U_B	15.0	10.3862	3064.91	8.027773484154523	26.666666666666668
1FFW_B	2G2U_B	0.0	0.0	inf	inf	0.0
1GUA_A	2G2U_B	28.0	15.3938	68.42	4.225665179549459	55.55555555555556
1GUA_B	2G2U_B	0.0	0.0	inf	inf	0.0
1JTD_A	2G2U_B	18.0	11.5418	1396.54	7.241753028011189	45.45454545454545
1JTD_B	2G2U_B	24.0	13.853	235.039	5.459751457821554	22.58064516129032
1JTG_A	2G2U_B	17.0	11.1566	1810.2	7.50119261539307	36.36363636363637
1JTG_B	2G2U_B	870.0	339.732	1.65218e-124	-285.0184559032607	100.0
1K8R_A	2G2U_B	17.0	11.1566	1811.79	7.5020705858469565	38.46153846153847
1K8R_B	2G2U_B	0.0	0.0	inf	inf	0.0
1LFD_A	2G2U_B	0.0	0.0	inf	inf	0.0
1LFD_B	2G2U_B	17.0	11.1566	1795.66	7.493127921363988	38.46153846153847
1WQJ_B	2G2U_B	12.0	9.23063	8619.63	9.061797439302627	26.666666666666668
1WQJ_I	2G2U_B	13.0	9.61583	6001.74	8.69980470616832	35.294117647058826
1YCS_A	2G2U_B	25.0	14.2382	160.17	5.076235751180205	29.629629629629626
1YCS_B	2G2U_B	26.0	14.6234	151.84	5.022827334861618	33.33333333333333
2AW2_A	2G2U_B	13.0	9.61583	6235.46	8.738007632457698	66.66666666666666
2AW2_B	2G2U_B	16.0	10.7714	2072.49	7.636506061907339	26.47058823529412
2C5D_A	2G2U_B	30.0	16.1642	47.6107	3.863057525891873	60.0
2C5D_C	2G2U_B	21.0	12.6974	619.619	6.42910477301768	31.25
2DVW_A	2G2U_B	30.0	16.1642	41.6545	3.7294094059938905	38.46153846153847
2DVW_B	2G2U_B	15.0	10.3862	2810.2	7.9410109341722395	75.0
2G2U_A	2G2U_B	28.0	15.3938	70.2098	4.2514879024280345	29.508196721311474
2G2U_B	2G2U_B	870.0	339.732	1.65218e-124	-285.0184559032607	100.0
2KSO_A	2G2U_B	0.0	0.0	inf	inf	0.0
2KSO_B	2G2U_B	0.0	0.0	inf	inf	0.0
2REX_A	2G2U_B	18.0	11.5418	1354.4	7.211113830818926	44.44444444444444
2REX_B	2G2U_B	27.0	15.0086	92.1154	4.523042138838133	30.0
2WPT_A	2G2U_B	24.0	13.853	216.721	5.378610812014994	20.0
2WPT_B	2G2U_B	16.0	10.7714	2259.34	7.722828014217461	100.0
3BT1_A	2G2U_B	36.0	18.4754	6.90624	1.9324253507531772	34.78260869565217
3BT1_U	2G2U_B	21.0	12.6974	541.277	6.293931162599067	40.0
3BX1_A	2G2U_B	17.0	11.1566	1876.77	7.537307493116724	21.951219512195124
3BX1_C	2G2U_B	21.0	12.6974	501.056	6.216717871285449	42.857142857142854
3EG5_A	2G2U_B	26.0	14.6234	121.903	4.803225646520738	40.909090909090914
3EG5_B	2G2U_B	0.0	0.0	inf	inf	0.0
3F1S_A	2G2U_B	26.0	14.6234	158.986	5.06881614802911	42.857142857142854
3F1S_B	2G2U_B	41.0	20.4014	1.89548	0.639472104612863	47.82608695652174
3KUD_A	2G2U_B	17.0	11.1566	1844.74	7.5200936251350585	38.46153846153847
3KUD_B	2G2U_B	0.0	0.0	inf	inf	0.0
3LB6_A	2G2U_B	0.0	0.0	inf	inf	0.0
3LB6_C	2G2U_B	13.0	9.61583	6213.2	8.734431340113753	40.0
3MZG_A	2G2U_B	24.0	13.853	207.936	5.337230340046635	20.930232558139537
3MZG_B	2G2U_B	13.0	9.61583	5072.71	8.531630470547313	40.0
3N06_A	2G2U_B	24.0	13.853	215.643	5.373624262562378	20.930232558139537
3N06_B	2G2U_B	13.0	9.61583	5072.71	8.531630470547313	40.0
3N0P_A	2G2U_B	24.0	13.853	215.643	5.373624262562378	20.930232558139537
3N0P_B	2G2U_B	13.0	9.61583	5072.71	8.531630470547313	40.0
3N4I_A	2G2U_B	24.0	13.853	234.568	5.457745524528682	39.130434782608695
3N4I_B	2G2U_B	870.0	339.732	1.65218e-124	-285.0184559032607	100.0
3NCB_A	2G2U_B	24.0	13.853	215.643	5.373624262562378	20.930232558139537
3NCB_B	2G2U_B	13.0	9.61583	5072.71	8.531630470547313	40.0
3NCC_A	2G2U_B	24.0	13.853	207.936	5.337230340046635	20.930232558139537
3NCC_B	2G2U_B	13.0	9.61583	5164.66	8.54959455170065	40.0
3NVN_A	2G2U_B	24.0	13.853	243.827	5.496458957428764	57.14285714285714
3NVN_B	2G2U_B	30.0	16.1642	40.0967	3.6912940366618257	28.000000000000004
3Q3J_A	2G2U_B	19.0	11.927	921.228	6.8257075626213854	33.33333333333333
3Q3J_B	2G2U_B	27.0	15.0086	107.01	4.67292228803891	66.66666666666666
3QHY_A	2G2U_B	24.0	13.853	212.076	5.35694470099566	50.0
3QHY_B	2G2U_B	24.0	13.853	230.742	5.441300203226162	22.58064516129032
3RF3_A	2G2U_B	24.0	13.853	221.77	5.401640808779938	35.294117647058826
3RF3_C	2G2U_B	0.0	0.0	inf	inf	0.0
3S9D_A	2G2U_B	14.0	10.001	4223.99	8.348535457959052	40.0
3S9D_B	2G2U_B	23.0	13.4678	306.531	5.725318892186726	25.64102564102564
3SE3_A	2G2U_B	21.0	12.6974	504.81	6.224182120856465	42.857142857142854
3SE3_B	2G2U_B	14.0	10.001	4628.37	8.43996003325963	40.0
3SF4_A	2G2U_B	30.0	16.1642	47.3423	3.8574041876120186	36.84210526315789
3SF4_D	2G2U_B	0.0	0.0	inf	inf	0.0
3U82_A	2G2U_B	16.0	10.7714	2473.21	7.813272181020894	66.66666666666666
3U82_B	2G2U_B	23.0	13.4678	290.523	5.671682746996093	35.714285714285715
3WWN_A	2G2U_B	22.0	13.0826	435.691	6.076933276495085	19.047619047619047
3WWN_B	2G2U_B	16.0	10.7714	2190.79	7.692017488356516	50.0
4BFI_A	2G2U_B	14.0	10.001	4898.96	8.496778216673622	50.0
4BFI_B	2G2U_B	15.0	10.3862	2853.53	7.956312103326089	100.0
4EKD_A	2G2U_B	28.0	15.3938	74.6962	4.313429220697587	17.28395061728395
4EKD_B	2G2U_B	26.0	14.6234	139.948	4.941270925041199	21.875
4FZA_A	2G2U_B	26.0	14.6234	147.815	4.995961491862462	31.25
4FZA_B	2G2U_B	26.0	14.6234	151.673	5.021726887652748	32.0
4G0N_A	2G2U_B	18.0	11.5418	1524.16	7.3291987176124955	35.714285714285715
4G0N_B	2G2U_B	0.0	0.0	inf	inf	0.0
4G2V_A	2G2U_B	14.0	10.001	3899.72	8.268660034668567	50.0
4G2V_B	2G2U_B	0.0	0.0	inf	inf	0.0
4HRN_A	2G2U_B	30.0	16.1642	38.2852	3.6450633985295013	42.857142857142854
4HRN_D	2G2U_B	0.0	0.0	inf	inf	0.0
4L0P_A	2G2U_B	17.0	11.1566	1612.32	7.3854294145320925	42.857142857142854
4L0P_B	2G2U_B	24.0	13.853	208.145	5.33823495221387	47.05882352941176
4MYW_A	2G2U_B	17.0	11.1566	2012.29	7.607028656022019	36.36363636363637
4MYW_B	2G2U_B	24.0	13.853	277.958	5.6274700231403445	35.714285714285715
4NZW_A	2G2U_B	26.0	14.6234	125.386	4.831396979223084	31.25
4NZW_B	2G2U_B	29.0	15.779	58.6585	4.0717324921347355	36.0
4O27_A	2G2U_B	26.0	14.6234	138.865	4.933502238166431	31.25
4O27_B	2G2U_B	26.0	14.6234	148.973	5.003765081471605	32.0
4OFY_A	2G2U_B	24.0	13.853	236.35	5.465313757239246	25.0
4OFY_D	2G2U_B	32.0	16.9346	24.7322	3.2081060383529345	36.36363636363637
4RA0_A	2G2U_B	30.0	16.1642	47.6582	3.8640547034374526	41.17647058823529
4RA0_C	2G2U_B	22.0	13.0826	476.282	6.166010115784706	19.298245614035086
4RS1_A	2G2U_B	15.0	10.3862	3553.48	8.175682683997277	21.428571428571427
4RS1_B	2G2U_B	21.0	12.6974	658.606	6.490125480134595	29.411764705882355
4WND_A	2G2U_B	22.0	13.0826	391.989	5.971233778172249	33.33333333333333
4WND_B	2G2U_B	0.0	0.0	inf	inf	0.0
4Y61_A	2G2U_B	22.0	13.0826	467.37	6.147121235192447	31.25
4Y61_B	2G2U_B	21.0	12.6974	518.409	6.2507645059984736	50.0
4YEB_A	2G2U_B	22.0	13.0826	420.661	6.041827283660861	32.25806451612903
4YEB_B	2G2U_B	20.0	12.3122	744.558	6.612790753723638	23.076923076923077
4YFD_A	2G2U_B	22.0	13.0826	505.107	6.22477028801983	31.25
4YFD_B	2G2U_B	37.0	18.8606	5.5512	1.714014120603202	24.561403508771928
5CXB_A	2G2U_B	34.0	17.705	14.1228	2.64779051268948	53.333333333333336
5CXB_B	2G2U_B	27.0	15.0086	99.3726	4.598876421739461	25.0
5CYK_A	2G2U_B	34.0	17.705	14.6082	2.681583014887039	53.333333333333336
5CYK_B	2G2U_B	27.0	15.0086	100.226	4.607427636029307	25.0
5F4E_A	2G2U_B	26.0	14.6234	149.297	5.005937610572331	50.0
5F4E_B	2G2U_B	21.0	12.6974	553.596	6.316435178843831	75.0
5K39_A	2G2U_B	11.0	8.84543	9411.26	9.149662123721876	66.66666666666666
5K39_B	2G2U_B	0.0	0.0	inf	inf	0.0
5M2O_A	2G2U_B	13.0	9.61583	6596.57	8.794305095955544	30.0
5M2O_B	2G2U_B	0.0	0.0	inf	inf	0.0
5TAR_A	2G2U_B	17.0	11.1566	1689.0	7.4318919168078	38.46153846153847
5TAR_B	2G2U_B	14.0	10.001	4139.32	8.328286802120923	33.33333333333333
5UFE_A	2G2U_B	17.0	11.1566	1763.12	7.474840245878436	38.46153846153847
5UFE_B	2G2U_B	14.0	10.001	5132.47	8.543342303771281	28.57142857142857
1A22_A	2KSO_A	0.0	0.0	inf	inf	0.0
1A22_B	2KSO_A	18.0	11.5418	442.255	6.091886638798483	28.57142857142857
1BP3_A	2KSO_A	0.0	0.0	inf	inf	0.0
1BP3_B	2KSO_A	16.0	10.7714	859.773	6.756668400917328	31.57894736842105
1C1Y_A	2KSO_A	0.0	0.0	inf	inf	0.0
1C1Y_B	2KSO_A	0.0	0.0	inf	inf	0.0
1E50_A	2KSO_A	0.0	0.0	inf	inf	0.0
1E50_B	2KSO_A	29.0	15.779	14.2882	2.659434021796534	32.0
1FC2_C	2KSO_A	0.0	0.0	inf	inf	0.0
1FC2_D	2KSO_A	17.0	11.1566	723.266	6.583777065975876	26.666666666666668
1FFW_A	2KSO_A	0.0	0.0	inf	inf	0.0
1FFW_B	2KSO_A	0.0	0.0	inf	inf	0.0
1GUA_A	2KSO_A	0.0	0.0	inf	inf	0.0
1GUA_B	2KSO_A	0.0	0.0	inf	inf	0.0
1JTD_A	2KSO_A	0.0	0.0	inf	inf	0.0
1JTD_B	2KSO_A	13.0	9.61583	2014.49	7.60812134060816	31.25
1JTG_A	2KSO_A	21.0	12.6974	207.227	5.333814810776172	20.0
1JTG_B	2KSO_A	0.0	0.0	inf	inf	0.0
1K8R_A	2KSO_A	0.0	0.0	inf	inf	0.0
1K8R_B	2KSO_A	0.0	0.0	inf	inf	0.0
1LFD_A	2KSO_A	0.0	0.0	inf	inf	0.0
1LFD_B	2KSO_A	0.0	0.0	inf	inf	0.0
1WQJ_B	2KSO_A	0.0	0.0	inf	inf	0.0
1WQJ_I	2KSO_A	0.0	0.0	inf	inf	0.0
1YCS_A	2KSO_A	23.0	13.4678	93.511	4.5380790764335925	42.857142857142854
1YCS_B	2KSO_A	32.0	16.9346	5.97838	1.788149628251658	33.33333333333333
2AW2_A	2KSO_A	22.0	13.0826	146.349	4.985994180179805	25.0
2AW2_B	2KSO_A	13.0	9.61583	2799.29	7.937121092580053	66.66666666666666
2C5D_A	2KSO_A	0.0	0.0	inf	inf	0.0
2C5D_C	2KSO_A	0.0	0.0	inf	inf	0.0
2DVW_A	2KSO_A	20.0	12.3122	255.576	5.543519821381192	23.52941176470588
2DVW_B	2KSO_A	0.0	0.0	inf	inf	0.0
2G2U_A	2KSO_A	0.0	0.0	inf	inf	0.0
2G2U_B	2KSO_A	0.0	0.0	inf	inf	0.0
2KSO_A	2KSO_A	344.0	137.117	2.0323e-47	-107.51233121410603	100.0
2KSO_B	2KSO_A	87.0	38.1206	2.43134e-08	-17.532238198258035	27.77777777777778
2REX_A	2KSO_A	11.0	8.84543	4743.67	8.46456637670661	66.66666666666666
2REX_B	2KSO_A	0.0	0.0	inf	inf	0.0
2WPT_A	2KSO_A	0.0	0.0	inf	inf	0.0
2WPT_B	2KSO_A	19.0	11.927	352.372	5.86468743574071	40.0
3BT1_A	2KSO_A	24.0	13.853	80.2315	4.384916205839078	27.027027027027028
3BT1_U	2KSO_A	11.0	8.84543	4041.92	8.30447510558561	100.0
3BX1_A	2KSO_A	0.0	0.0	inf	inf	0.0
3BX1_C	2KSO_A	0.0	0.0	inf	inf	0.0
3EG5_A	2KSO_A	0.0	0.0	inf	inf	0.0
3EG5_B	2KSO_A	16.0	10.7714	825.849	6.716411948092721	50.0
3F1S_A	2KSO_A	0.0	0.0	inf	inf	0.0
3F1S_B	2KSO_A	0.0	0.0	inf	inf	0.0
3KUD_A	2KSO_A	0.0	0.0	inf	inf	0.0
3KUD_B	2KSO_A	0.0	0.0	inf	inf	0.0
3LB6_A	2KSO_A	0.0	0.0	inf	inf	0.0
3LB6_C	2KSO_A	0.0	0.0	inf	inf	0.0
3MZG_A	2KSO_A	15.0	10.3862	1349.7	7.207637624515236	25.0
3MZG_B	2KSO_A	16.0	10.7714	859.564	6.756425283947206	31.57894736842105
3N06_A	2KSO_A	15.0	10.3862	1375.77	7.226768853359186	25.0
3N06_B	2KSO_A	16.0	10.7714	859.564	6.756425283947206	31.57894736842105
3N0P_A	2KSO_A	15.0	10.3862	1375.77	7.226768853359186	25.0
3N0P_B	2KSO_A	16.0	10.7714	859.564	6.756425283947206	31.57894736842105
3N4I_A	2KSO_A	0.0	0.0	inf	inf	0.0
3N4I_B	2KSO_A	0.0	0.0	inf	inf	0.0
3NCB_A	2KSO_A	15.0	10.3862	1375.77	7.226768853359186	25.0
3NCB_B	2KSO_A	16.0	10.7714	859.564	6.756425283947206	31.57894736842105
3NCC_A	2KSO_A	15.0	10.3862	1349.7	7.207637624515236	25.0
3NCC_B	2KSO_A	16.0	10.7714	859.564	6.756425283947206	31.57894736842105
3NVN_A	2KSO_A	0.0	0.0	inf	inf	0.0
3NVN_B	2KSO_A	17.0	11.1566	621.445	6.43204741145958	80.0
3Q3J_A	2KSO_A	0.0	0.0	inf	inf	0.0
3Q3J_B	2KSO_A	15.0	10.3862	1216.06	7.103371403414094	33.33333333333333
3QHY_A	2KSO_A	31.0	16.5494	8.99292	2.19643760108496	45.45454545454545
3QHY_B	2KSO_A	13.0	9.61583	1995.88	7.598840334823635	31.25
3RF3_A	2KSO_A	18.0	11.5418	532.502	6.277586653445072	22.0
3RF3_C	2KSO_A	0.0	0.0	inf	inf	0.0
3S9D_A	2KSO_A	23.0	13.4678	91.5688	4.51709060230515	41.66666666666667
3S9D_B	2KSO_A	14.0	10.001	1666.9	7.418720892949042	75.0
3SE3_A	2KSO_A	24.0	13.853	71.7759	4.273548765113466	55.55555555555556
3SE3_B	2KSO_A	23.0	13.4678	94.4344	4.547905413551091	41.66666666666667
3SF4_A	2KSO_A	29.0	15.779	17.0305	2.835005854196626	60.0
3SF4_D	2KSO_A	0.0	0.0	inf	inf	0.0
