SKP_v1_wild	SKP_v2_wild	score	bit_score	E_value	log_E_value	per_identity
1MAH_A	1GUA_B	35.0	18.0902	5.00716	1.6108688880998814	44.44444444444444
1MAH_B	1GUA_B	0.0	0.0	inf	inf	0.0
1P69_A	1GUA_B	0.0	0.0	inf	inf	0.0
1P69_B	1GUA_B	0.0	0.0	inf	inf	0.0
1P6A_A	1GUA_B	0.0	0.0	inf	inf	0.0
1P6A_B	1GUA_B	0.0	0.0	inf	inf	0.0
1PPF_A	1GUA_B	23.0	13.4678	197.358	5.285019338404047	55.55555555555556
1PPF_B	1GUA_B	0.0	0.0	inf	inf	0.0
1R0R_A	1GUA_B	13.0	9.61583	4051.24	8.306778286078751	66.66666666666666
1R0R_B	1GUA_B	0.0	0.0	inf	inf	0.0
1S0W_A	1GUA_B	21.0	12.6974	333.043	5.808271610773125	38.46153846153847
1S0W_B	1GUA_B	0.0	0.0	inf	inf	0.0
1S1Q_A	1GUA_B	24.0	13.853	119.549	4.783726329168387	29.629629629629626
1S1Q_B	1GUA_B	0.0	0.0	inf	inf	0.0
1SBB_A	1GUA_B	16.0	10.7714	1424.83	7.261807787340535	36.36363636363637
1SBB_B	1GUA_B	21.0	12.6974	307.649	5.72895952273428	40.0
1SBN_A	1GUA_B	16.0	10.7714	1564.19	7.355123397102708	29.411764705882355
1SBN_B	1GUA_B	23.0	13.4678	160.001	5.075180065214296	24.489795918367346
1SGD_A	1GUA_B	0.0	0.0	inf	inf	0.0
1SGD_B	1GUA_B	0.0	0.0	inf	inf	0.0
1SGE_A	1GUA_B	0.0	0.0	inf	inf	0.0
1SGE_B	1GUA_B	0.0	0.0	inf	inf	0.0
1SGN_A	1GUA_B	0.0	0.0	inf	inf	0.0
1SGN_B	1GUA_B	0.0	0.0	inf	inf	0.0
1SGP_A	1GUA_B	0.0	0.0	inf	inf	0.0
1SGP_B	1GUA_B	0.0	0.0	inf	inf	0.0
1SGQ_A	1GUA_B	0.0	0.0	inf	inf	0.0
1SGQ_B	1GUA_B	0.0	0.0	inf	inf	0.0
1SGY_A	1GUA_B	0.0	0.0	inf	inf	0.0
1SGY_B	1GUA_B	0.0	0.0	inf	inf	0.0
1SIB_A	1GUA_B	16.0	10.7714	1564.19	7.355123397102708	29.411764705882355
1SIB_B	1GUA_B	23.0	13.4678	151.902	5.023235576071994	38.46153846153847
1TM1_A	1GUA_B	16.0	10.7714	1564.05	7.355033889903712	29.411764705882355
1TM1_B	1GUA_B	0.0	0.0	inf	inf	0.0
1TM3_A	1GUA_B	16.0	10.7714	1564.05	7.355033889903712	29.411764705882355
1TM3_B	1GUA_B	0.0	0.0	inf	inf	0.0
1TM4_A	1GUA_B	16.0	10.7714	1564.05	7.355033889903712	29.411764705882355
1TM4_B	1GUA_B	0.0	0.0	inf	inf	0.0
1TM5_A	1GUA_B	16.0	10.7714	1564.05	7.355033889903712	29.411764705882355
1TM5_B	1GUA_B	0.0	0.0	inf	inf	0.0
1TM7_A	1GUA_B	16.0	10.7714	1564.05	7.355033889903712	29.411764705882355
1TM7_B	1GUA_B	0.0	0.0	inf	inf	0.0
1TMG_A	1GUA_B	16.0	10.7714	1564.05	7.355033889903712	29.411764705882355
1TMG_B	1GUA_B	0.0	0.0	inf	inf	0.0
1TO1_A	1GUA_B	16.0	10.7714	1564.05	7.355033889903712	29.411764705882355
1TO1_B	1GUA_B	0.0	0.0	inf	inf	0.0
1UUZ_A	1GUA_B	23.0	13.4678	181.298	5.200142086260356	29.629629629629626
1UUZ_B	1GUA_B	17.0	11.1566	962.786	6.869831164880886	25.925925925925924
1X1X_A	1GUA_B	0.0	0.0	inf	inf	0.0
1X1X_B	1GUA_B	0.0	0.0	inf	inf	0.0
1XD3_A	1GUA_B	21.0	12.6974	334.694	5.813216681555255	50.0
1XD3_B	1GUA_B	0.0	0.0	inf	inf	0.0
1Y1K_A	1GUA_B	16.0	10.7714	1564.05	7.355033889903712	29.411764705882355
1Y1K_B	1GUA_B	0.0	0.0	inf	inf	0.0
1Y33_A	1GUA_B	16.0	10.7714	1564.05	7.355033889903712	29.411764705882355
1Y33_B	1GUA_B	0.0	0.0	inf	inf	0.0
1Y34_A	1GUA_B	16.0	10.7714	1564.05	7.355033889903712	29.411764705882355
1Y34_B	1GUA_B	0.0	0.0	inf	inf	0.0
1Y3B_A	1GUA_B	16.0	10.7714	1564.05	7.355033889903712	29.411764705882355
1Y3B_B	1GUA_B	0.0	0.0	inf	inf	0.0
1Z7X_A	1GUA_B	25.0	14.2382	95.749	4.561730184141988	35.714285714285715
1Z7X_B	1GUA_B	0.0	0.0	inf	inf	0.0
2A9K_A	1GUA_B	37.0	18.8606	2.43982	0.8919242660921307	63.63636363636363
2A9K_B	1GUA_B	25.0	14.2382	92.6917	4.529278932425131	50.0
2AJF_A	1GUA_B	27.0	15.0086	49.4353	3.900664743905579	29.411764705882355
2AJF_B	1GUA_B	20.0	12.3122	428.901	6.061226123065931	31.25
2B0Z_A	1GUA_B	15.0	10.3862	1765.75	7.476330808289032	50.0
2B0Z_B	1GUA_B	17.0	11.1566	1089.57	6.99353840197656	27.77777777777778
2B10_A	1GUA_B	15.0	10.3862	1765.75	7.476330808289032	50.0
2B10_B	1GUA_B	17.0	11.1566	1089.57	6.99353840197656	27.77777777777778
2B11_A	1GUA_B	15.0	10.3862	1765.75	7.476330808289032	50.0
2B11_B	1GUA_B	16.0	10.7714	1485.69	7.3036345897867045	27.77777777777778
2B12_A	1GUA_B	15.0	10.3862	1765.75	7.476330808289032	50.0
2B12_B	1GUA_B	17.0	11.1566	1121.75	7.0226452448560925	27.77777777777778
2B42_A	1GUA_B	0.0	0.0	inf	inf	0.0
2B42_B	1GUA_B	26.0	14.6234	64.6045	4.168284067805175	21.428571428571427
2BTF_A	1GUA_B	23.0	13.4678	169.954	5.135527812199366	50.0
2BTF_B	1GUA_B	0.0	0.0	inf	inf	0.0
2FTL_A	1GUA_B	13.0	9.61583	3541.41	8.172280231910152	33.33333333333333
2FTL_B	1GUA_B	0.0	0.0	inf	inf	0.0
2G2U_A	1GUA_B	0.0	0.0	inf	inf	0.0
2G2U_B	1GUA_B	0.0	0.0	inf	inf	0.0
2G2W_A	1GUA_B	0.0	0.0	inf	inf	0.0
2G2W_B	1GUA_B	0.0	0.0	inf	inf	0.0
2GYK_A	1GUA_B	0.0	0.0	inf	inf	0.0
2GYK_B	1GUA_B	0.0	0.0	inf	inf	0.0
2HLE_A	1GUA_B	18.0	11.5418	830.407	6.7219159420485415	40.0
2HLE_B	1GUA_B	29.0	15.779	24.8455	3.21267664962538	33.33333333333333
2HRK_A	1GUA_B	17.0	11.1566	1072.71	6.977943435830837	100.0
2HRK_B	1GUA_B	0.0	0.0	inf	inf	0.0
2I26_A	1GUA_B	0.0	0.0	inf	inf	0.0
2I26_B	1GUA_B	17.0	11.1566	962.786	6.869831164880886	25.925925925925924
2I9B_A	1GUA_B	24.0	13.853	134.109	4.898652902129543	15.0
2I9B_B	1GUA_B	25.0	14.2382	105.817	4.661711187045766	21.91780821917808
2J0T_A	1GUA_B	0.0	0.0	inf	inf	0.0
2J0T_B	1GUA_B	0.0	0.0	inf	inf	0.0
2J1K_A	1GUA_B	0.0	0.0	inf	inf	0.0
2J1K_B	1GUA_B	0.0	0.0	inf	inf	0.0
2NU0_A	1GUA_B	0.0	0.0	inf	inf	0.0
2NU0_B	1GUA_B	0.0	0.0	inf	inf	0.0
2NU1_A	1GUA_B	0.0	0.0	inf	inf	0.0
2NU1_B	1GUA_B	0.0	0.0	inf	inf	0.0
2NU2_A	1GUA_B	0.0	0.0	inf	inf	0.0
2NU2_B	1GUA_B	0.0	0.0	inf	inf	0.0
2NU4_A	1GUA_B	0.0	0.0	inf	inf	0.0
2NU4_B	1GUA_B	0.0	0.0	inf	inf	0.0
2O3B_A	1GUA_B	0.0	0.0	inf	inf	0.0
2O3B_B	1GUA_B	0.0	0.0	inf	inf	0.0
2OOB_A	1GUA_B	0.0	0.0	inf	inf	0.0
2OOB_B	1GUA_B	0.0	0.0	inf	inf	0.0
2PCB_A	1GUA_B	15.0	10.3862	1765.75	7.476330808289032	50.0
2PCB_B	1GUA_B	0.0	0.0	inf	inf	0.0
2PCC_A	1GUA_B	15.0	10.3862	1765.75	7.476330808289032	50.0
2PCC_B	1GUA_B	17.0	11.1566	1068.62	6.974123375425638	27.77777777777778
2SGP_A	1GUA_B	0.0	0.0	inf	inf	0.0
2SGP_B	1GUA_B	17.0	11.1566	1195.9	7.0866543189747615	24.0
2SGQ_A	1GUA_B	0.0	0.0	inf	inf	0.0
2SGQ_B	1GUA_B	0.0	0.0	inf	inf	0.0
2SIC_A	1GUA_B	16.0	10.7714	1564.19	7.355123397102708	29.411764705882355
2SIC_B	1GUA_B	0.0	0.0	inf	inf	0.0
2VLN_A	1GUA_B	0.0	0.0	inf	inf	0.0
2VLN_B	1GUA_B	0.0	0.0	inf	inf	0.0
2VLO_A	1GUA_B	0.0	0.0	inf	inf	0.0
2VLO_B	1GUA_B	0.0	0.0	inf	inf	0.0
2VLQ_A	1GUA_B	0.0	0.0	inf	inf	0.0
2VLQ_B	1GUA_B	0.0	0.0	inf	inf	0.0
2WPT_A	1GUA_B	0.0	0.0	inf	inf	0.0
2WPT_B	1GUA_B	26.0	14.6234	66.8714	4.202771371991488	36.84210526315789
3BK3_A	1GUA_B	0.0	0.0	inf	inf	0.0
3BK3_B	1GUA_B	0.0	0.0	inf	inf	0.0
3BP8_A	1GUA_B	30.0	16.1642	22.8245	3.1278345204360583	36.36363636363637
3BP8_B	1GUA_B	0.0	0.0	inf	inf	0.0
3BTD_A	1GUA_B	13.0	9.61583	3540.99	8.172161628046917	33.33333333333333
3BTD_B	1GUA_B	0.0	0.0	inf	inf	0.0
3BTE_A	1GUA_B	13.0	9.61583	3540.99	8.172161628046917	33.33333333333333
3BTE_B	1GUA_B	0.0	0.0	inf	inf	0.0
3BTF_A	1GUA_B	13.0	9.61583	3540.99	8.172161628046917	33.33333333333333
3BTF_B	1GUA_B	0.0	0.0	inf	inf	0.0
3BTG_A	1GUA_B	13.0	9.61583	3540.99	8.172161628046917	33.33333333333333
3BTG_B	1GUA_B	0.0	0.0	inf	inf	0.0
3BTH_A	1GUA_B	13.0	9.61583	3575.12	8.181754020998333	33.33333333333333
3BTH_B	1GUA_B	0.0	0.0	inf	inf	0.0
3BTM_A	1GUA_B	13.0	9.61583	3540.99	8.172161628046917	33.33333333333333
3BTM_B	1GUA_B	0.0	0.0	inf	inf	0.0
3BTQ_A	1GUA_B	13.0	9.61583	3540.99	8.172161628046917	33.33333333333333
3BTQ_B	1GUA_B	0.0	0.0	inf	inf	0.0
3BTT_A	1GUA_B	13.0	9.61583	3540.99	8.172161628046917	33.33333333333333
3BTT_B	1GUA_B	0.0	0.0	inf	inf	0.0
3BTW_A	1GUA_B	13.0	9.61583	3541.41	8.172280231910152	33.33333333333333
3BTW_B	1GUA_B	0.0	0.0	inf	inf	0.0
3SGB_A	1GUA_B	0.0	0.0	inf	inf	0.0
3SGB_B	1GUA_B	0.0	0.0	inf	inf	0.0
4CPA_A	1GUA_B	0.0	0.0	inf	inf	0.0
4CPA_B	1GUA_B	0.0	0.0	inf	inf	0.0
1A22_A	1JTD_A	17.0	11.1566	3510.24	8.163439690190751	31.25
1A22_B	1JTD_A	28.0	15.3938	163.486	5.0967273597598	30.0
1A4Y_A	1JTD_A	32.0	16.9346	56.7405	4.0384882414673635	34.375
1A4Y_B	1JTD_A	0.0	0.0	inf	inf	0.0
1ACB_A	1JTD_A	23.0	13.4678	733.401	6.597692619148704	35.294117647058826
1ACB_B	1JTD_A	0.0	0.0	inf	inf	0.0
1AK4_A	1JTD_A	26.0	14.6234	281.252	5.639251064604458	22.22222222222222
1AK4_B	1JTD_A	35.0	18.0902	21.6987	3.0772523509177665	25.925925925925924
1B2S_A	1JTD_A	20.0	12.3122	1470.7	7.293493756906268	26.923076923076923
1B2S_B	1JTD_A	16.0	10.7714	4543.79	8.421516744544318	18.181818181818183
1B2U_A	1JTD_A	20.0	12.3122	1470.7	7.293493756906268	26.923076923076923
1B2U_B	1JTD_A	0.0	0.0	inf	inf	0.0
1B3S_A	1JTD_A	20.0	12.3122	1539.73	7.339362355361183	26.923076923076923
1B3S_B	1JTD_A	0.0	0.0	inf	inf	0.0
1BRS_A	1JTD_A	20.0	12.3122	1363.79	7.218022867606231	26.923076923076923
1BRS_B	1JTD_A	15.0	10.3862	6822.74	8.82801642968455	75.0
1CSE_A	1JTD_A	24.0	13.853	497.299	6.209191454860035	29.166666666666668
1CSE_B	1JTD_A	0.0	0.0	inf	inf	0.0
1CSO_A	1JTD_A	38.0	19.2458	8.37577	2.1253430137833873	24.840764331210192
1CSO_B	1JTD_A	18.0	11.5418	2865.7	7.960567927403322	20.0
1CT0_A	1JTD_A	38.0	19.2458	8.37577	2.1253430137833873	24.840764331210192
1CT0_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
1CT2_A	1JTD_A	38.0	19.2458	8.37577	2.1253430137833873	24.840764331210192
1CT2_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
1CT4_A	1JTD_A	38.0	19.2458	8.37577	2.1253430137833873	24.840764331210192
1CT4_B	1JTD_A	19.0	11.927	1871.24	7.534356591698183	24.0
1E96_A	1JTD_A	38.0	19.2458	10.1803	2.320454480236292	41.66666666666667
1E96_B	1JTD_A	21.0	12.6974	1112.32	7.014203203196918	25.581395348837212
1EAW_A	1JTD_A	27.0	15.0086	221.861	5.402051059647331	25.806451612903224
1EAW_B	1JTD_A	12.0	9.23063	19679.6	9.887337845196432	33.33333333333333
1EFN_A	1JTD_A	23.0	13.4678	606.462	6.4076420718457925	38.46153846153847
1EFN_B	1JTD_A	35.0	18.0902	20.2441	3.007863393074861	27.27272727272727
1EMV_A	1JTD_A	27.0	15.0086	205.425	5.325081003817251	60.0
1EMV_B	1JTD_A	15.0	10.3862	6477.71	8.776122331825842	50.0
1F47_A	1JTD_A	0.0	0.0	inf	inf	0.0
1F47_B	1JTD_A	26.0	14.6234	285.238	5.6533239194961995	19.696969696969695
1FC2_A	1JTD_A	0.0	0.0	inf	inf	0.0
1FC2_B	1JTD_A	30.0	16.1642	103.093	4.635631493470595	26.31578947368421
1FCC_A	1JTD_A	30.0	16.1642	103.014	4.63486490132313	26.31578947368421
1FCC_B	1JTD_A	0.0	0.0	inf	inf	0.0
1FFW_A	1JTD_A	20.0	12.3122	1649.35	7.408136549886179	25.0
1FFW_B	1JTD_A	29.0	15.779	80.334	4.386192943543298	42.10526315789473
1FR2_A	1JTD_A	27.0	15.0086	205.425	5.325081003817251	60.0
1FR2_B	1JTD_A	15.0	10.3862	6536.45	8.785149483619028	50.0
1GC1_A	1JTD_A	25.0	14.2382	423.035	6.047454917940106	66.66666666666666
1GC1_B	1JTD_A	15.0	10.3862	6666.24	8.80481126181993	30.0
1GL0_A	1JTD_A	23.0	13.4678	707.898	6.562300015518348	35.294117647058826
1GL0_B	1JTD_A	0.0	0.0	inf	inf	0.0
1GL1_A	1JTD_A	23.0	13.4678	732.979	6.597117052090166	35.294117647058826
1GL1_B	1JTD_A	0.0	0.0	inf	inf	0.0
1H9D_A	1JTD_A	0.0	0.0	inf	inf	0.0
1H9D_B	1JTD_A	31.0	16.5494	73.4968	4.2972418678560445	33.33333333333333
1HE8_A	1JTD_A	31.0	16.5494	77.0911	4.344987839405561	19.51219512195122
1HE8_B	1JTD_A	25.0	14.2382	429.644	6.062956958806608	35.483870967741936
1IAR_A	1JTD_A	22.0	13.0826	965.603	6.872752776655049	42.10526315789473
1IAR_B	1JTD_A	31.0	16.5494	62.6123	4.136961744428284	45.0
1JCK_A	1JTD_A	23.0	13.4678	670.688	6.508304051190749	33.33333333333333
1JCK_B	1JTD_A	15.0	10.3862	7352.89	8.902848712204001	50.0
1JTG_A	1JTD_A	1366.0	530.791	0.0	-inf	99.23664122137404
1JTG_B	1JTD_A	18.0	11.5418	2953.77	7.99083759953194	45.45454545454545
1KAC_A	1JTD_A	38.0	19.2458	9.24586	2.2241758837685075	28.26086956521739
1KAC_B	1JTD_A	39.0	19.631	6.74706	1.90910685444701	50.0
1KTZ_A	1JTD_A	20.0	12.3122	1759.77	7.472938397674403	9.090909090909092
1KTZ_B	1JTD_A	0.0	0.0	inf	inf	0.0
1LFD_A	1JTD_A	0.0	0.0	inf	inf	0.0
1LFD_B	1JTD_A	19.0	11.927	2300.28	7.740786133638069	25.0
1M9E_A	1JTD_A	26.0	14.6234	273.502	5.611308934449559	22.22222222222222
1M9E_B	1JTD_A	38.0	19.2458	9.35847	2.236281815589746	25.0
1MAH_A	1JTD_A	37.0	18.8606	16.7757	2.819931410750165	60.0
1MAH_B	1JTD_A	13.0	9.61583	12630.3	9.443853968031561	40.0
1P69_A	1JTD_A	38.0	19.2458	9.32929	2.2331589133569616	28.26086956521739
1P69_B	1JTD_A	39.0	19.631	6.74706	1.90910685444701	50.0
1P6A_A	1JTD_A	39.0	19.631	7.86513	2.0624390652992597	28.57142857142857
1P6A_B	1JTD_A	39.0	19.631	6.74706	1.90910685444701	50.0
1PPF_A	1JTD_A	25.0	14.2382	458.779	6.1285686126296355	29.166666666666668
1PPF_B	1JTD_A	17.0	11.1566	3288.23	8.09810470506779	33.33333333333333
1R0R_A	1JTD_A	24.0	13.853	497.299	6.209191454860035	29.166666666666668
1R0R_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
1S0W_A	1JTD_A	1381.0	536.569	0.0	-inf	99.61832061068702
1S0W_B	1JTD_A	18.0	11.5418	2980.32	7.9997859562846925	45.45454545454545
1S1Q_A	1JTD_A	24.0	13.853	529.378	6.271702732450474	31.25
1S1Q_B	1JTD_A	28.0	15.3938	140.565	4.945670015243897	60.0
1SBB_A	1JTD_A	23.0	13.4678	670.688	6.508304051190749	33.33333333333333
1SBB_B	1JTD_A	25.0	14.2382	367.384	5.906407622567622	50.0
1SBN_A	1JTD_A	29.0	15.779	128.908	4.859098971634481	35.294117647058826
1SBN_B	1JTD_A	0.0	0.0	inf	inf	0.0
1SGD_A	1JTD_A	38.0	19.2458	8.45137	2.1343285584049205	24.840764331210192
1SGD_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
1SGE_A	1JTD_A	38.0	19.2458	8.45137	2.1343285584049205	24.840764331210192
1SGE_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
1SGN_A	1JTD_A	38.0	19.2458	8.45137	2.1343285584049205	24.840764331210192
1SGN_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
1SGP_A	1JTD_A	38.0	19.2458	8.37577	2.1253430137833873	24.840764331210192
1SGP_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
1SGQ_A	1JTD_A	38.0	19.2458	8.37577	2.1253430137833873	24.840764331210192
1SGQ_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
1SGY_A	1JTD_A	38.0	19.2458	8.45137	2.1343285584049205	24.840764331210192
1SGY_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
1SIB_A	1JTD_A	29.0	15.779	128.908	4.859098971634481	35.294117647058826
1SIB_B	1JTD_A	0.0	0.0	inf	inf	0.0
1TM1_A	1JTD_A	29.0	15.779	132.669	4.8878573044013605	35.294117647058826
1TM1_B	1JTD_A	34.0	17.705	14.8244	2.696274471889389	30.0
1TM3_A	1JTD_A	29.0	15.779	132.669	4.8878573044013605	35.294117647058826
1TM3_B	1JTD_A	0.0	0.0	inf	inf	0.0
1TM4_A	1JTD_A	29.0	15.779	132.669	4.8878573044013605	35.294117647058826
1TM4_B	1JTD_A	0.0	0.0	inf	inf	0.0
1TM5_A	1JTD_A	29.0	15.779	132.669	4.8878573044013605	35.294117647058826
1TM5_B	1JTD_A	0.0	0.0	inf	inf	0.0
1TM7_A	1JTD_A	29.0	15.779	132.669	4.8878573044013605	35.294117647058826
1TM7_B	1JTD_A	0.0	0.0	inf	inf	0.0
1TMG_A	1JTD_A	29.0	15.779	132.669	4.8878573044013605	35.294117647058826
1TMG_B	1JTD_A	0.0	0.0	inf	inf	0.0
1TO1_A	1JTD_A	29.0	15.779	132.669	4.8878573044013605	35.294117647058826
1TO1_B	1JTD_A	35.0	18.0902	11.6583	2.4560183726942153	30.0
1UUZ_A	1JTD_A	25.0	14.2382	399.57	5.9903889688810485	33.33333333333333
1UUZ_B	1JTD_A	21.0	12.6974	1190.16	7.081843030848988	33.33333333333333
1X1X_A	1JTD_A	20.0	12.3122	1404.75	7.247614629992308	26.923076923076923
1X1X_B	1JTD_A	15.0	10.3862	6637.19	8.800443960128064	75.0
1XD3_A	1JTD_A	26.0	14.6234	268.199	5.591729242279851	66.66666666666666
1XD3_B	1JTD_A	27.0	15.0086	193.478	5.26516381091562	60.0
1Y1K_A	1JTD_A	29.0	15.779	132.669	4.8878573044013605	35.294117647058826
1Y1K_B	1JTD_A	0.0	0.0	inf	inf	0.0
1Y33_A	1JTD_A	29.0	15.779	132.669	4.8878573044013605	35.294117647058826
1Y33_B	1JTD_A	0.0	0.0	inf	inf	0.0
1Y34_A	1JTD_A	29.0	15.779	132.669	4.8878573044013605	35.294117647058826
1Y34_B	1JTD_A	25.0	14.2382	342.252	5.835547307833004	41.66666666666667
1Y3B_A	1JTD_A	29.0	15.779	132.669	4.8878573044013605	35.294117647058826
1Y3B_B	1JTD_A	0.0	0.0	inf	inf	0.0
1Z7X_A	1JTD_A	32.0	16.9346	56.7405	4.0384882414673635	34.375
1Z7X_B	1JTD_A	22.0	13.0826	1007.81	6.915534938800961	35.0
2A9K_A	1JTD_A	26.0	14.6234	295.486	5.688621458397247	31.25
2A9K_B	1JTD_A	16.0	10.7714	4848.11	8.486344217260719	31.25
2AJF_A	1JTD_A	31.0	16.5494	71.7485	4.273166948497853	44.44444444444444
2AJF_B	1JTD_A	33.0	17.3198	35.3094	3.5641492174424823	62.5
2B0Z_A	1JTD_A	24.0	13.853	536.161	6.284434489102152	30.0
2B0Z_B	1JTD_A	27.0	15.0086	180.228	5.194222716011444	38.46153846153847
2B10_A	1JTD_A	24.0	13.853	536.161	6.284434489102152	30.0
2B10_B	1JTD_A	27.0	15.0086	178.56	5.184924679192946	38.46153846153847
2B11_A	1JTD_A	24.0	13.853	536.161	6.284434489102152	30.0
2B11_B	1JTD_A	27.0	15.0086	178.56	5.184924679192946	38.46153846153847
2B12_A	1JTD_A	24.0	13.853	536.161	6.284434489102152	30.0
2B12_B	1JTD_A	27.0	15.0086	180.228	5.194222716011444	38.46153846153847
2B42_A	1JTD_A	32.0	16.9346	66.2584	4.193562249281678	29.72972972972973
2B42_B	1JTD_A	13.0	9.61583	11065.9	9.311623586728267	50.0
2BTF_A	1JTD_A	23.0	13.4678	658.849	6.4904943731939495	39.130434782608695
2BTF_B	1JTD_A	16.0	10.7714	5174.29	8.551457410653422	80.0
2FTL_A	1JTD_A	13.0	9.61583	10846.1	9.291560847347439	18.75
2FTL_B	1JTD_A	12.0	9.23063	19614.0	9.883998875952265	33.33333333333333
2G2U_A	1JTD_A	966.0	376.711	8.68668e-136	-310.9897818292434	68.32061068702289
2G2U_B	1JTD_A	18.0	11.5418	2953.77	7.99083759953194	45.45454545454545
2G2W_A	1JTD_A	967.0	377.096	8.22385e-136	-311.0445341779434	68.32061068702289
2G2W_B	1JTD_A	18.0	11.5418	2926.76	7.981651288113149	45.45454545454545
2GYK_A	1JTD_A	27.0	15.0086	205.425	5.325081003817251	60.0
2GYK_B	1JTD_A	15.0	10.3862	7153.68	8.875382188597682	50.0
2HLE_A	1JTD_A	19.0	11.927	2134.69	7.666076716057089	36.36363636363637
2HLE_B	1JTD_A	30.0	16.1642	87.4116	4.470627996966685	38.095238095238095
2HRK_A	1JTD_A	0.0	0.0	inf	inf	0.0
2HRK_B	1JTD_A	28.0	15.3938	175.755	5.169090979788229	27.500000000000004
2I26_A	1JTD_A	26.0	14.6234	311.987	5.742961520274736	38.095238095238095
2I26_B	1JTD_A	21.0	12.6974	1190.16	7.081843030848988	33.33333333333333
2I9B_A	1JTD_A	0.0	0.0	inf	inf	0.0
2I9B_B	1JTD_A	25.0	14.2382	426.957	6.056683305581667	41.66666666666667
2J0T_A	1JTD_A	15.0	10.3862	7029.91	8.857929182446801	17.857142857142858
2J0T_B	1JTD_A	23.0	13.4678	744.465	6.6126658396019335	27.77777777777778
2J1K_A	1JTD_A	32.0	16.9346	56.8746	4.04084884427935	38.88888888888889
2J1K_B	1JTD_A	38.0	19.2458	6.84632	1.923711281639021	50.0
2NU0_A	1JTD_A	38.0	19.2458	8.45137	2.1343285584049205	24.840764331210192
2NU0_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
2NU1_A	1JTD_A	38.0	19.2458	8.45137	2.1343285584049205	24.840764331210192
2NU1_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
2NU2_A	1JTD_A	38.0	19.2458	8.45137	2.1343285584049205	24.840764331210192
2NU2_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
2NU4_A	1JTD_A	38.0	19.2458	8.45137	2.1343285584049205	24.840764331210192
2NU4_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
2O3B_A	1JTD_A	36.0	18.4754	17.4433	2.858955620764439	41.66666666666667
2O3B_B	1JTD_A	29.0	15.779	108.192	4.683907426525475	55.55555555555556
2OOB_A	1JTD_A	17.0	11.1566	3271.93	8.093135303850758	50.0
2OOB_B	1JTD_A	27.0	15.0086	172.285	5.1491500822862415	60.0
2PCB_A	1JTD_A	24.0	13.853	478.186	6.1699997781422935	30.0
2PCB_B	1JTD_A	17.0	11.1566	3907.51	8.27065562147342	30.76923076923077
2PCC_A	1JTD_A	24.0	13.853	478.186	6.1699997781422935	30.0
2PCC_B	1JTD_A	27.0	15.0086	194.139	5.268574397348799	38.46153846153847
2SGP_A	1JTD_A	38.0	19.2458	8.45137	2.1343285584049205	24.840764331210192
2SGP_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
2SGQ_A	1JTD_A	38.0	19.2458	8.45137	2.1343285584049205	24.840764331210192
2SGQ_B	1JTD_A	17.0	11.1566	3257.79	8.08880433036265	33.33333333333333
2SIC_A	1JTD_A	29.0	15.779	128.908	4.859098971634481	35.294117647058826
2SIC_B	1JTD_A	13.0	9.61583	13780.8	9.53103159803491	66.66666666666666
2VLN_A	1JTD_A	26.0	14.6234	212.534	5.359101975565837	60.0
2VLN_B	1JTD_A	15.0	10.3862	6900.8	8.839392625893579	50.0
2VLO_A	1JTD_A	28.0	15.3938	151.678	5.021759852765772	60.0
2VLO_B	1JTD_A	15.0	10.3862	6900.39	8.839333210727188	50.0
2VLQ_A	1JTD_A	26.0	14.6234	216.429	5.377262549084215	60.0
2VLQ_B	1JTD_A	17.0	11.1566	3770.07	8.234848847908937	21.875
2WPT_A	1JTD_A	20.0	12.3122	1391.24	7.23795071478315	25.925925925925924
2WPT_B	1JTD_A	20.0	12.3122	1421.77	7.259657853258708	35.483870967741936
3BK3_A	1JTD_A	11.0	8.84543	20040.4	9.905505515079442	66.66666666666666
3BK3_B	1JTD_A	12.0	9.23063	14891.5	9.608545859355086	66.66666666666666
3BP8_A	1JTD_A	35.0	18.0902	26.293	3.269302744061123	30.0
3BP8_B	1JTD_A	0.0	0.0	inf	inf	0.0
3BTD_A	1JTD_A	13.0	9.61583	11038.8	9.309171618271112	18.75
3BTD_B	1JTD_A	12.0	9.23063	19679.6	9.887337845196432	33.33333333333333
